Company,Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
Adani Enterprises Ltd,01-Oct-14,474.75,477.1,455.5,463.4,464.2489561,152553,5353,70822571,22236,14.58,21.6,-11.35
Adani Enterprises Ltd,30-Sep-14,473.4,483.4,467.2,471.15,475.3452347,124608,4218,59231819,16626,13.34,16.2,-2.25
Adani Enterprises Ltd,29-Sep-14,478,484.75,470,476.95,478.2783992,145101,5833,69398674,15872,10.94,14.75,-1.05
Adani Enterprises Ltd,26-Sep-14,471.3,478.75,461.1,474.05,470.6267955,240675,7685,113268104,56963,23.67,17.65,2.75
Adani Enterprises Ltd,25-Sep-14,487.05,487.05,467.75,471.65,472.223946,242688,4973,114603085,130626,53.82,19.3,-15.4
Adani Enterprises Ltd,24-Sep-14,485,489,475.4,483.15,481.2178362,227593,5087,109521811,79374,34.88,13.6,-1.85
Adani Enterprises Ltd,23-Sep-14,501,501.55,483.7,485.25,488.4139834,327431,7486,159921879,176416,53.88,17.85,-15.75
Adani Enterprises Ltd,22-Sep-14,491,498.45,488.45,497.2,496.3461404,225319,3979,111836216,104138,46.22,10,6.2
Adani Enterprises Ltd,19-Sep-14,511.1,512.5,491.5,494.95,502.7159381,156920,6791,78886185,28310,18.04,21,-16.15
Adani Enterprises Ltd,18-Sep-14,493.2,511,491.2,509.4,505.1332337,256872,9470,129754584,40973,15.95,19.8,16.2
Adani Enterprises Ltd,17-Sep-14,494.75,499.75,485.1,495.85,492.7169627,330430,7476,162808466,150833,45.65,14.65,1.1
Adani Enterprises Ltd,16-Sep-14,500,503.2,490.5,493.8,497.2998169,755808,9085,375863180,506860,67.06,12.7,-6.2
Adani Enterprises Ltd,15-Sep-14,496,502.7,492.7,497.55,498.5201762,141652,5925,70616380,27873,19.68,10,1.55
Adani Enterprises Ltd,12-Sep-14,503.4,504.55,493.5,498.3,498.8015051,197335,6916,98430995,33107,16.78,11.05,-5.1
Adani Enterprises Ltd,11-Sep-14,508.25,509.9,499.9,502.25,504.0203716,169746,5211,85555442,23520,13.86,10,-6
Adani Enterprises Ltd,10-Sep-14,501.4,511.95,497.85,505.7,506.1172836,173170,5620,87644330,23798,13.74,14.1,4.3
Adani Enterprises Ltd,09-Sep-14,517,518.95,505.35,506.6,509.2166374,162862,6761,82932040,34408,21.13,13.6,-10.4
Adani Enterprises Ltd,08-Sep-14,512,521.65,506.65,516.65,516.7976967,250683,12817,129552397,33252,13.26,15,4.65
Adani Enterprises Ltd,05-Sep-14,516.8,523.9,507,508.3,514.1138835,376165,15591,193391649,79268,21.07,16.9,-8.5
Adani Enterprises Ltd,04-Sep-14,496.9,515.6,490.2,513.8,507.4822428,521789,19555,264798652,78810,15.1,25.4,16.9
Adani Enterprises Ltd,03-Sep-14,497,502.5,493.5,497.55,497.9147762,210176,6521,104649736,39056,18.58,9,0.55
Adani Enterprises Ltd,02-Sep-14,489.05,494.55,487.6,493.05,492.2187436,126966,4695,62495045,25648,20.2,6.95,4
Adani Enterprises Ltd,01-Sep-14,482,493,480,488.8,486.7778794,225238,7645,109640876,29062,12.9,13,6.8
Adani Enterprises Ltd,28-Aug-14,481.8,490,476.25,478.2,481.3634101,190014,6554,91465787,34493,18.15,13.75,-3.6
Adani Enterprises Ltd,27-Aug-14,492.1,494.2,478,483,484.9351964,232086,7788,112546670,36809,15.86,16.2,-9.1
Adani Enterprises Ltd,26-Aug-14,491.65,494.85,481.65,490.5,487.4985089,216289,8600,105440565,16342,7.56,13.2,-1.15
Adani Enterprises Ltd,25-Aug-14,500.3,515.4,492,496.95,506.7176189,424653,14756,215179157,52289,12.31,23.4,-3.35
Adani Enterprises Ltd,22-Aug-14,496.5,505.4,492.55,502.95,500.6174675,253351,9666,126831936,52813,20.85,12.85,6.45
Adani Enterprises Ltd,21-Aug-14,499,503,491.15,496.2,497.7015935,213866,9185,106441449,22061,10.32,11.85,-2.8
Adani Enterprises Ltd,20-Aug-14,495.45,504.4,487.45,497.3,497.0454035,337375,13672,167690693,34563,10.24,16.95,1.85
Adani Enterprises Ltd,19-Aug-14,495,502,490.1,495.4,496.4508451,244818,10833,121540103,32248,13.17,11.9,0.4
Adani Enterprises Ltd,18-Aug-14,487.15,497.45,483.4,491.55,491.7938993,262231,12030,128963606,35534,13.55,14.05,4.4
Adani Enterprises Ltd,14-Aug-14,483,487.85,474.2,485,483.6133569,335542,14572,162272593,44700,13.32,13.65,2
Adani Enterprises Ltd,13-Aug-14,477,482.8,461.9,480.75,474.5441086,365280,12804,173341472,55744,15.26,20.9,3.75
Adani Enterprises Ltd,12-Aug-14,483,484.2,473.7,476.65,477.5183936,243807,9319,116422327,33481,13.73,10.5,-6.35
Adani Enterprises Ltd,11-Aug-14,474.1,486.65,467.6,479.6,479.2245684,695681,27418,333387427,109585,15.75,19.05,5.5
Adani Enterprises Ltd,08-Aug-14,457.1,457.95,447.25,453.9,453.2388366,246968,9086,111935489,42098,17.05,10.7,-3.2
Adani Enterprises Ltd,07-Aug-14,455.7,466.3,453.1,462.55,460.4623328,479741,16556,220902660,71065,14.81,13.2,6.85
Adani Enterprises Ltd,06-Aug-14,439,459.5,439,453,452.0613034,625218,24695,282636864,84112,13.45,20.5,14
Adani Enterprises Ltd,05-Aug-14,432.1,443.7,426.65,439.15,434.2563611,251372,10345,109159890,48514,19.3,17.05,7.05
Adani Enterprises Ltd,04-Aug-14,423.8,432.85,420.8,430.85,426.4896639,229874,9435,98038885,45325,19.72,12.05,7.05
Adani Enterprises Ltd,01-Aug-14,430,433.5,419.6,421,426.3710066,322908,11236,137678609,78713,24.38,13.9,-9
Adani Enterprises Ltd,31-Jul-14,438.5,444.95,432,435.2,439.0980704,201386,8511,88428204,43040,21.37,12.95,-3.3
Adani Enterprises Ltd,30-Jul-14,434.7,440.9,433.3,439.7,437.551927,238816,8885,104494401,61287,25.66,7.6,5
Adani Enterprises Ltd,28-Jul-14,428.8,438.85,428.5,432.55,433.2720411,319018,13127,138221580,40551,12.71,10.35,3.75
Adani Enterprises Ltd,25-Jul-14,442,443,420.05,425.2,428.4696518,428098,17047,183427001,114634,26.78,22.95,-16.8
Adani Enterprises Ltd,24-Jul-14,444,449.8,436,441.55,442.6923171,294836,12691,130521632,34430,11.68,13.8,-2.45
Adani Enterprises Ltd,23-Jul-14,448.9,452.6,438.05,444.25,445.3914479,263118,10929,117190507,37620,14.3,14.55,-4.65
Adani Enterprises Ltd,22-Jul-14,450,455,443.1,446.85,449.2182661,305320,12368,137155321,44676,14.63,11.9,-3.15
Adani Enterprises Ltd,21-Jul-14,458.65,464.35,446.1,449.8,457.1278581,379585,16001,173518878,86254,22.72,18.25,-8.85
Adani Enterprises Ltd,18-Jul-14,451.5,463.5,435.6,454.8,451.3245491,721524,25424,325641494,61819,8.57,27.9,3.3
Adani Enterprises Ltd,17-Jul-14,450,457,447.6,451.65,453.0752436,364310,13144,165059842,77345,21.23,9.4,1.65
Adani Enterprises Ltd,16-Jul-14,436.95,453,430.55,449.8,443.39116,520567,17485,230814806,66391,12.75,22.45,12.85
Adani Enterprises Ltd,15-Jul-14,420.4,434.6,420.4,433.2,429.9330543,373915,13557,160758418,58519,15.65,14.2,12.8
Adani Enterprises Ltd,14-Jul-14,422.4,422.9,409.55,416.95,417.3475729,325736,13971,135945129,40015,12.28,13.35,-5.45
Adani Enterprises Ltd,11-Jul-14,444.7,455.9,417.5,422.55,437.875147,617462,24412,270371264,115325,18.68,38.4,-22.15
Adani Enterprises Ltd,10-Jul-14,446,469,424.95,446.25,449.3982003,810906,31702,364419697,80695,9.95,44.05,0.25
Adani Enterprises Ltd,09-Jul-14,450.1,458.2,425.85,443.85,446.5944181,664438,26638,296734302,68437,10.3,32.35,-6.25
Adani Enterprises Ltd,08-Jul-14,498,498.7,445,454.3,473.7005953,482317,17566,228473850,112167,23.26,53.7,-43.7
Adani Enterprises Ltd,07-Jul-14,500,504,494.45,497.6,499.4241499,322643,10644,161135706,39744,12.32,9.55,-2.4
Adani Enterprises Ltd,04-Jul-14,495.25,506,494.4,498.9,500.9675674,542942,19797,271996333,77484,14.27,11.6,3.65
Adani Enterprises Ltd,03-Jul-14,494.95,504,489.95,495.25,497.74423,261395,10483,130107853,41963,16.05,14.05,0.3
Adani Enterprises Ltd,02-Jul-14,462,498.5,461.4,490.95,484.6473348,1443593,49495,699633500,170316,11.8,37.1,28.95
Adani Enterprises Ltd,01-Jul-14,457.95,463.5,455.45,457.9,459.9308855,280028,10220,128793526,65409,23.36,8.05,-0.05
Adani Enterprises Ltd,30-Jun-14,437.95,456.9,437.95,454.7,449.573223,360406,13173,162028887,65059,18.05,18.95,16.75
Adani Enterprises Ltd,27-Jun-14,449.8,454.35,433.1,437.6,439.8960531,542556,22571,238668243,156836,28.91,21.25,-12.2
Adani Enterprises Ltd,26-Jun-14,464,464.5,448.6,450.15,455.9392215,263613,9024,120191506,79291,30.08,15.9,-13.85
Adani Enterprises Ltd,25-Jun-14,465,468,461.2,462.3,463.936126,186633,5881,86585791,36828,19.73,6.8,-2.7
Adani Enterprises Ltd,24-Jun-14,457.2,467.8,455.85,464.1,463.0981662,382321,13956,177052154,76590,20.03,11.95,6.9
Adani Enterprises Ltd,23-Jun-14,451.8,458.9,451.05,453.7,454.9291593,375575,13534,170860019,58538,15.59,7.85,1.9
Adani Enterprises Ltd,20-Jun-14,463,463,446.45,448.55,454.0401757,454130,16377,206193265,111361,24.52,16.55,-14.45
Adani Enterprises Ltd,19-Jun-14,482.9,485.3,457.7,460.2,469.12539,554526,21396,260142226,164552,29.67,27.6,-22.7
Adani Enterprises Ltd,18-Jun-14,486,495.3,474.3,480.05,485.3329849,598913,21583,290672234,81985,13.69,21,-5.95
Adani Enterprises Ltd,17-Jun-14,473.9,484.5,466.2,481.9,475.9437608,461120,16028,219467187,69772,15.13,18.3,8
Adani Enterprises Ltd,16-Jun-14,467.05,475.75,452.1,473.95,464.8155906,484048,17992,224993057,65938,13.62,23.65,6.9
Adani Enterprises Ltd,13-Jun-14,487.7,506.65,462,468.75,485.556541,878981,30329,426794974,109461,12.45,44.65,-18.95
Adani Enterprises Ltd,12-Jun-14,488.3,491.75,480,488.05,486.7086973,340426,12338,165688295,49301,14.48,11.75,-0.25
Adani Enterprises Ltd,11-Jun-14,498.5,506.4,483,486.7,494.7999901,463447,17335,229313571,56142,12.11,23.4,-11.8
Adani Enterprises Ltd,10-Jun-14,507.7,507.7,488.2,495.6,495.0219156,300653,10650,148829824,53057,17.65,19.5,-12.1
Adani Enterprises Ltd,09-Jun-14,505,514.2,503.2,506.1,508.026009,390096,13791,198178914,72034,18.47,11,1.1
Adani Enterprises Ltd,06-Jun-14,501.8,508.7,497.95,504.8,504.166838,480652,16394,242328799,99147,20.63,10.75,3
Adani Enterprises Ltd,05-Jun-14,500,504.4,491,497.65,498.170088,548763,18349,273377312,78464,14.3,13.4,-2.35
Adani Enterprises Ltd,04-Jun-14,480.65,501.5,480.65,497.65,491.8937402,761746,24831,374698089,108236,14.21,20.85,17
Adani Enterprises Ltd,03-Jun-14,484.5,498.6,477.65,483.6,488.3300289,961640,34860,469597689,108643,11.3,20.95,-0.9
Adani Enterprises Ltd,02-Jun-14,483.75,488.6,474.4,480.8,480.9106209,575224,19476,276631331,84630,14.71,14.2,-2.95
Adani Enterprises Ltd,30-May-14,452.9,486.5,450.45,476.7,468.7703067,858941,29808,402646036,149723,17.43,36.05,23.8
Adani Enterprises Ltd,29-May-14,474,480.45,448.75,452.1,460.9280253,619023,22361,285325049,151287,24.44,31.7,-21.9
Adani Enterprises Ltd,28-May-14,471.7,487.45,469.05,476,479.0690696,476896,18925,228466123,79657,16.7,18.4,4.3
Adani Enterprises Ltd,27-May-14,489,490,457.35,474.65,472.4083162,752816,28523,355636539,104064,13.82,32.65,-14.35
Adani Enterprises Ltd,26-May-14,512.95,530.65,457.2,489.25,505.5367767,1559030,49928,788147001,203238,13.04,73.45,-23.7
Adani Enterprises Ltd,23-May-14,504.9,515.45,500.1,507.95,507.5601422,725539,25481,368254678,147142,20.28,15.35,3.05
Adani Enterprises Ltd,22-May-14,519.65,522.4,500,501.3,509.8302116,831523,31380,423935547,253460,30.48,22.4,-18.35
Adani Enterprises Ltd,21-May-14,534,534.5,509,516.05,516.4685008,716654,28022,370129217,92932,12.97,25.5,-17.95
Adani Enterprises Ltd,20-May-14,546.75,548.65,530,533.55,537.6591328,532615,21153,286365319,88123,16.55,18.65,-13.2
Adani Enterprises Ltd,19-May-14,540.9,560,536.15,541.25,544.4433641,1127376,42430,613792382,160918,14.27,23.85,0.35
Adani Enterprises Ltd,16-May-14,541.6,585,520,530.9,553.7374617,4215092,157718,2334054345,685207,16.26,65,-10.7
Adani Enterprises Ltd,15-May-14,502.7,514,496.1,500.55,504.2929327,1218577,43363,614519769,174429,14.31,17.9,-2.15
Adani Enterprises Ltd,14-May-14,482.3,517.45,480.1,498.55,502.9775021,3401301,109342,1710777881,617607,18.16,37.35,16.25
Adani Enterprises Ltd,13-May-14,437,486.8,436.8,478.45,465.1271932,3651187,123307,1698266361,372555,10.2,50,41.45
Adani Enterprises Ltd,12-May-14,436,446.5,428,430.8,436.6417142,908473,31547,396677208,191148,21.04,18.5,-5.2
Adani Enterprises Ltd,09-May-14,425,441.45,425,432.75,434.0741961,964202,34567,418535208,125048,12.97,16.45,7.75
Adani Enterprises Ltd,08-May-14,431,431.85,420.6,423,425.6654456,398294,14763,169539993,46361,11.64,11.25,-8
Adani Enterprises Ltd,07-May-14,435,437,425.95,428.1,431.1867862,501295,16352,216151780,59866,11.94,11.05,-6.9
Adani Enterprises Ltd,06-May-14,428.8,436.6,426.25,432.5,432.3196882,564425,20054,244012040,64634,11.45,10.35,3.7
Adani Enterprises Ltd,05-May-14,422.7,438,412.5,425.95,426.0732232,1213332,39674,516968276,95254,7.85,25.5,3.25
Adani Enterprises Ltd,02-May-14,424,432.3,416.5,420.65,422.6495921,684351,21874,289240671,66600,9.73,15.8,-3.35
Adani Enterprises Ltd,30-Apr-14,435.6,445,397.3,418.05,419.3798449,1553692,49708,651587110,118150,7.6,47.7,-17.55
Adani Enterprises Ltd,29-Apr-14,429.5,448.65,426.05,433.9,440.0707519,1269083,41694,558486310,92777,7.31,22.6,4.4
Adani Enterprises Ltd,28-Apr-14,434.4,436.7,418.6,428.35,426.7067911,764373,25872,326163150,60512,7.92,18.1,-6.05
Adani Enterprises Ltd,25-Apr-14,435.7,441,431.15,433.2,435.8882705,599448,20890,261292352,85953,14.34,9.85,-2.5
Adani Enterprises Ltd,23-Apr-14,443.85,448,426,431.9,436.165003,837809,27771,365422965,137880,16.46,22,-11.95
Adani Enterprises Ltd,22-Apr-14,445,449.9,436.5,440.5,442.5195114,755508,27591,334327031,68742,9.1,13.4,-4.5
Adani Enterprises Ltd,21-Apr-14,442.6,453.8,441.05,443.6,447.2430724,985949,35084,440958860,96900,9.83,12.75,1
Adani Enterprises Ltd,17-Apr-14,435.25,455.75,434.7,439.25,443.5348822,1714243,60117,760326567,135524,7.91,21.05,4
Adani Enterprises Ltd,16-Apr-14,420,471.4,419.05,431.75,446.6945694,4933003,157833,2203545651,239013,4.85,52.35,11.75
Adani Enterprises Ltd,15-Apr-14,440,450.95,411.4,417.6,427.3173819,1538856,56419,657579917,213280,13.86,39.55,-22.4
Adani Enterprises Ltd,11-Apr-14,461,469.85,432.2,437.5,448.2880023,2567844,83626,1151133657,387523,15.09,37.65,-23.5
Adani Enterprises Ltd,10-Apr-14,384,478.2,382.35,470.25,443.6123296,4841257,135004,2147641296,240620,4.97,95.85,86.25
Adani Enterprises Ltd,09-Apr-14,379.95,386.3,374.45,381.85,381.4350217,297684,10209,113547103,33529,5.63,11.85,1.9
Adani Enterprises Ltd,07-Apr-14,374,384,368.9,377.95,376.2567786,206680,7637,77764751,28989,7.01,15.1,3.95
Adani Enterprises Ltd,04-Apr-14,353.9,372.8,351.55,371.45,364.8326327,681316,15675,248566310,118035,17.32,21.25,17.55
Adani Enterprises Ltd,03-Apr-14,358.9,359.7,347.65,352.3,352.5643711,276848,6304,97606741,37982,13.72,12.05,-6.6
Adani Enterprises Ltd,02-Apr-14,356.4,362.05,353.5,358.55,358.1821741,414812,8213,148578264,37811,9.12,8.55,2.15
Adani Enterprises Ltd,01-Apr-14,370,371.15,351,353.1,356.884945,522576,10261,186499507,112819,21.59,20.15,-16.9
Adani Enterprises Ltd,31-Mar-14,358.35,372.5,357.1,368.75,367.0331045,567174,10425,208171634,61251,10.8,15.4,10.4
Adani Enterprises Ltd,28-Mar-14,332,357.2,330.35,355.75,347.27757,903556,19149,313784732,74415,8.24,26.85,23.75
Adani Enterprises Ltd,27-Mar-14,329,333.2,328.15,330.65,330.9601487,144136,2807,47703272,24854,17.24,5.05,1.65
Adani Enterprises Ltd,26-Mar-14,330.6,336,327.15,328.2,331.8976037,262568,5294,87145690,35450,13.5,8.85,-2.4
Adani Enterprises Ltd,25-Mar-14,325,334.4,323,330.15,330.2243987,392890,7583,129741864,52763,13.43,11.4,5.15
Adani Enterprises Ltd,24-Mar-14,327,331.8,323.5,324.55,327.0932696,287650,5386,94088379,48321,16.8,8.3,-2.45
Adani Enterprises Ltd,22-Mar-14,328,328,325,325.5,325.8187528,44900,1044,14629262,11532,25.68,3,-2.5
Adani Enterprises Ltd,21-Mar-14,317.7,328.15,315.55,326.75,323.2887405,528014,8816,170700981,81783,15.49,12.6,9.05
Adani Enterprises Ltd,20-Mar-14,322,322.45,312.8,314.65,316.2587779,268914,5587,85046413,37304,13.87,9.65,-7.35
Adani Enterprises Ltd,19-Mar-14,324.95,327.25,322,323.65,324.3066944,234807,4968,76149482,26946,11.48,5.25,-1.3
Adani Enterprises Ltd,18-Mar-14,321.1,329.1,320,322.75,324.737442,417561,7921,135597691,58817,14.09,9.1,1.65
Adani Enterprises Ltd,14-Mar-14,307,324.4,301.4,319.75,312.1963542,582967,11466,182000172,71415,12.25,23,12.75
Adani Enterprises Ltd,13-Mar-14,314.95,320,305.7,309.45,315.0428112,332530,6884,104761186,45186,13.59,14.3,-5.5
Adani Enterprises Ltd,12-Mar-14,318.95,321,309.65,313.2,315.2667065,381198,8189,120179038,35977,9.44,11.35,-5.75
Adani Enterprises Ltd,11-Mar-14,317.9,326,315.1,318.15,320.7861617,629588,13156,201963118,49716,7.9,10.9,0.25
Adani Enterprises Ltd,10-Mar-14,302.9,322.75,302,316.6,315.3176403,994836,18914,313689340,81845,8.23,20.75,13.7
Adani Enterprises Ltd,07-Mar-14,275,309,273.5,301.8,297.0012743,1250135,23161,371291688,158827,12.7,35.5,26.8
Adani Enterprises Ltd,06-Mar-14,269,275,267.1,274.05,272.1613151,209193,4364,56934242,37289,17.83,7.9,5.05
Adani Enterprises Ltd,05-Mar-14,270,270.9,265,267.75,268.1478892,204802,4083,54917224,21054,10.28,5.9,-2.25
Adani Enterprises Ltd,04-Mar-14,264.3,268.8,263.5,267.3,266.5854864,276307,4886,73659436,55244,19.99,5.3,3
Adani Enterprises Ltd,03-Mar-14,256,265.4,255,263.5,261.3193139,380663,7905,99474594,46503,12.22,10.4,7.5
Adani Enterprises Ltd,28-Feb-14,248.2,256.4,248,254.3,253.6807436,231892,4924,58826535,36778,15.86,8.4,6.1
Adani Enterprises Ltd,26-Feb-14,250.5,250.75,243.9,248.2,247.0599322,137255,3287,33910211,15512,11.3,6.85,-2.3
Adani Enterprises Ltd,25-Feb-14,252,253.85,246.5,249.35,250.2559067,243706,4984,60988866,30773,12.63,7.35,-2.65
Adani Enterprises Ltd,24-Feb-14,251,254.5,247.85,250,251.2434816,256619,5448,64473851,25080,9.77,6.65,-1
Adani Enterprises Ltd,21-Feb-14,245.25,250.1,242.9,248.9,247.0518424,372070,7183,91920579,19780,5.32,7.2,3.65
Adani Enterprises Ltd,20-Feb-14,243.9,252.4,239.1,245.4,247.1287401,706524,12323,174602386,43763,6.19,13.3,1.5
Adani Enterprises Ltd,19-Feb-14,230.3,244.85,228.85,244.05,239.2855675,734898,18606,175850485,120940,16.46,16,13.75
Adani Enterprises Ltd,18-Feb-14,221.7,230,220.8,228,224.9075039,301591,6916,67830079,65644,21.77,9.2,6.3
Adani Enterprises Ltd,17-Feb-14,216,221.35,213.15,220.25,217.6881578,230296,5523,50132712,31196,13.55,8.2,4.25
Adani Enterprises Ltd,14-Feb-14,219,219.1,210.4,215.1,214.1861025,236934,4824,50747970,37910,16,8.7,-3.9
Adani Enterprises Ltd,13-Feb-14,221,222.85,216.35,218.05,220.1834396,170225,3782,37480726,28797,16.92,6.5,-2.95
Adani Enterprises Ltd,12-Feb-14,223.65,224.05,219,220.1,221.1372832,161338,3352,35677847,25613,15.88,5.05,-3.55
Adani Enterprises Ltd,11-Feb-14,222,225.2,218.2,221.6,221.2187284,211710,4770,46834217,25917,12.24,7,-0.4
Adani Enterprises Ltd,10-Feb-14,228.7,228.9,220.35,222.2,224.5471794,237275,4394,53279432,51546,21.72,8.55,-6.5
Adani Enterprises Ltd,07-Feb-14,229,230.35,224.4,226.5,227.3994473,211322,4475,48054506,31533,14.92,5.95,-2.5
Adani Enterprises Ltd,06-Feb-14,230,235.3,225.1,226.8,229.278014,262199,5182,60116466,40397,15.41,10.2,-3.2
Adani Enterprises Ltd,05-Feb-14,232.5,236.25,228.4,230.35,231.709391,228176,4400,52870522,29965,13.13,7.85,-2.15
Adani Enterprises Ltd,04-Feb-14,232.1,232.9,226,231.65,229.5517404,229376,5173,52653660,18494,8.06,6.9,-0.45
Adani Enterprises Ltd,03-Feb-14,236,243,233,235.15,236.7723364,197212,4276,46694346,14914,7.56,10,-0.85
Adani Enterprises Ltd,31-Jan-14,241,245.85,229.5,238.15,237.2792417,445879,9952,105797831,48444,10.86,16.35,-2.85
Adani Enterprises Ltd,30-Jan-14,248.85,253,237.6,240.15,242.3615592,224829,4775,54489907,46025,20.47,15.4,-8.7
Adani Enterprises Ltd,29-Jan-14,240.25,256.95,240.25,254.3,250.7491808,345747,6948,86695777,51955,15.03,16.7,14.05
Adani Enterprises Ltd,28-Jan-14,238,243.6,236.5,239.7,240.4035479,123398,3027,29665317,15398,12.48,7.1,1.7
Adani Enterprises Ltd,27-Jan-14,247,249,236.1,236.85,239.315124,126309,2921,30227654,28670,22.7,12.9,-10.15
Adani Enterprises Ltd,24-Jan-14,256.9,262.5,248.55,249.75,255.8576516,299912,6780,76734780,47152,15.72,13.95,-7.15
Adani Enterprises Ltd,23-Jan-14,245,257.95,242.2,256.85,254.1731423,369898,8416,94018137,55450,14.99,15.75,11.85
Adani Enterprises Ltd,22-Jan-14,248.8,248.8,242.5,246,245.0709789,97367,2209,23861826,11837,12.16,6.3,-2.8
Adani Enterprises Ltd,21-Jan-14,247.9,250.35,243.4,247.05,247.1544424,104628,2703,25859275,20789,19.87,6.95,-0.85
Adani Enterprises Ltd,20-Jan-14,241.85,249.5,238.15,247.55,243.935193,168670,3521,41144549,22456,13.31,11.35,5.7
Adani Enterprises Ltd,17-Jan-14,249.25,249.35,238.35,239.85,241.2560383,165112,3284,39834267,28277,17.13,11,-9.4
Adani Enterprises Ltd,16-Jan-14,250,253,247.1,248.7,249.9555904,144676,2766,36162575,19834,13.71,5.9,-1.3
Adani Enterprises Ltd,15-Jan-14,246.2,250.85,242,248.6,246.8559683,180738,4509,44616254,29191,16.15,8.85,2.4
Adani Enterprises Ltd,14-Jan-14,234.5,245,231.95,243.8,240.5771021,342896,6741,82492926,32427,9.46,13.05,9.3
Adani Enterprises Ltd,13-Jan-14,241,244,233.1,235.6,237.3751677,182577,3032,43339246,37855,20.73,10.9,-5.4
Adani Enterprises Ltd,10-Jan-14,245,247.45,238.25,240.45,242.4672099,148627,2913,36037174,27554,18.54,9.2,-4.55
Adani Enterprises Ltd,09-Jan-14,241,248.4,235,245,244.9748122,264731,5674,64852427,38669,14.61,13.4,4
Adani Enterprises Ltd,08-Jan-14,242.9,244,237.1,239.5,240.1721455,209869,4087,50404688,31521,15.02,6.9,-3.4
Adani Enterprises Ltd,07-Jan-14,253,255,241.5,242.5,246.2689612,239265,4713,58923543,66455,27.77,13.5,-10.5
Adani Enterprises Ltd,06-Jan-14,248,254.7,244.5,251.95,251.4055304,202552,4494,50922693,21589,10.66,10.2,3.95
Adani Enterprises Ltd,03-Jan-14,254,255.65,244.7,248.8,248.9258876,244696,4919,60911169,39647,16.2,10.95,-5.2
Adani Enterprises Ltd,02-Jan-14,267,268.7,253.55,255.25,260.5683363,396517,7747,103319775,71674,18.08,15.15,-11.75
Adani Enterprises Ltd,01-Jan-14,263.9,269.7,262.25,268.75,267.6703524,178345,4050,47737669,29662,16.63,7.45,4.85
Adani Enterprises Ltd,31-Dec-13,267.05,268,260.55,262.75,262.9503592,152858,3453,40194066,26415,17.28,7.45,-4.3
Adani Enterprises Ltd,30-Dec-13,271,274,264.7,266.25,267.8191431,163599,3114,43814944,34257,20.94,9.3,-4.75
Adani Enterprises Ltd,27-Dec-13,270.8,275.35,270.1,272.15,272.9902237,159978,3411,43672430,25310,15.82,5.25,1.35
Adani Enterprises Ltd,26-Dec-13,269.55,272.5,261.2,270.05,270.2002034,141606,3083,38261970,19635,13.87,11.3,0.5
Adani Enterprises Ltd,24-Dec-13,272,275.8,264.85,268.75,270.3495615,238659,5397,64521356,26478,11.09,10.95,-3.25
Adani Enterprises Ltd,23-Dec-13,260,275,259.5,271.45,268.6429059,424482,9851,114034078,87153,20.53,15.5,11.45
Adani Enterprises Ltd,20-Dec-13,254,260.5,251.55,259.45,257.1311985,188653,4780,48508572,27164,14.4,8.95,5.45
Adani Enterprises Ltd,19-Dec-13,259.1,262.25,251.65,254.45,256.0472214,275447,5974,70527439,41954,15.23,10.6,-4.65
Adani Enterprises Ltd,18-Dec-13,256,265,255.35,258.45,260.4227457,258484,6097,67315113,27502,10.64,9.65,2.45
